commit	score	memory_gb	status	problem	description
auto	3.9068086853654047	0.0	keep	33_4_in_CIRCLE	Parallel run loop
auto	3.4610691651651218	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	3.968002154718916	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	3.8808777937331325	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	3.3028873105543313	0.0	keep	25_4_in_CIRCLE	Parallel run loop
auto	4.033340134559778	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	3.2148902668406225	0.0	keep	24_4_in_CIRCLE	Parallel run loop
auto	3.906440523943029	0.0	keep	24_4_in_DOMINO	Parallel run loop
auto	4.014200476639972	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
auto	2.8012059274101717	0.0	discard	11_4_in_DOMINO	Parallel run loop
auto	4.842892429526913	0.0	keep	38_4_in_DOMINO	Parallel run loop
auto	3.0104540932523642	0.0	discard	13_4_in_DOMINO	Parallel run loop
auto	4.787069204038174	0.0	keep	37_4_in_DOMINO	Parallel run loop
auto	2.643847752583437	0.0	discard	16_4_in_CIRCLE	Parallel run loop
auto	3.7363017755890975	0.0	keep	31_4_in_CIRCLE	Parallel run loop
auto	2.9479967602447665	0.0	discard	20_4_in_CIRCLE	Parallel run loop
auto	3.8017880596829317	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	3.6608514475077105	0.0	keep	30_4_in_CIRCLE	Parallel run loop
auto	2.8016697604273646	0.0	discard	18_4_in_CIRCLE	Parallel run loop
auto	4.951629970152763	0.0	keep	39_4_in_DOMINO	Parallel run loop
auto	2.8776782496867814	0.0	discard	19_4_in_CIRCLE	Parallel run loop
auto	3.631402274099691	0.0	discard	29_4_in_CIRCLE	Parallel run loop
auto	3.0781836552823467	0.0	keep	23_4_in_CIRCLE	Parallel run loop
auto	3.584777514148173	0.0	discard	28_4_in_CIRCLE	Parallel run loop
auto	3.887469729687588	0.0	keep	33_4_in_CIRCLE	Parallel run loop
auto	3.361277673168526	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	3.9539973434835405	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	3.4031290733920567	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	3.8808777937331325	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	4.0263742364571495	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	3.1927103888319	0.0	keep	25_4_in_CIRCLE	Parallel run loop
auto	3.149660484527543	0.0	keep	24_4_in_CIRCLE	Parallel run loop
auto	3.9241229167278884	0.0	discard	24_4_in_DOMINO	Parallel run loop
auto	4.014200476639972	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	2.8012059274101717	0.0	discard	11_4_in_DOMINO	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
auto	3.0104540932523642	0.0	discard	13_4_in_DOMINO	Parallel run loop
auto	2.643847752583437	0.0	discard	16_4_in_CIRCLE	Parallel run loop
auto	4.941235105550325	0.0	keep	40_4_in_DOMINO	Parallel run loop
auto	2.9479967602447665	0.0	discard	20_4_in_CIRCLE	Parallel run loop
auto	5.034186680493225	0.0	discard	38_4_in_DOMINO	Parallel run loop
auto	3.7364237438117933	0.0	discard	31_4_in_CIRCLE	Parallel run loop
auto	2.8016697604273646	0.0	discard	18_4_in_CIRCLE	Parallel run loop
auto	3.5206741293960166	0.0	keep	30_4_in_CIRCLE	Parallel run loop
auto	3.7201595605209654	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	2.8776782496867814	0.0	discard	19_4_in_CIRCLE	Parallel run loop
auto	4.810812353443134	0.0	discard	37_4_in_DOMINO	Parallel run loop
auto	3.877134109256151	0.0	keep	33_4_in_CIRCLE	Parallel run loop
auto	3.115803431953349	0.0	discard	23_4_in_CIRCLE	Parallel run loop
auto	3.631402274099691	0.0	discard	29_4_in_CIRCLE	Parallel run loop
auto	3.9430904975209367	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	3.3362367829628505	0.0	keep	28_4_in_CIRCLE	Parallel run loop
auto	3.2666541240215907	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	3.8808777937331325	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	3.342652897280582	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	4.025834286921238	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	3.1809015602290445	0.0	keep	25_4_in_CIRCLE	Parallel run loop
auto	3.1313777643352325	0.0	keep	24_4_in_CIRCLE	Parallel run loop
auto	3.9241229167278884	0.0	discard	24_4_in_DOMINO	Parallel run loop
auto	2.8012059274101717	0.0	discard	11_4_in_DOMINO	Parallel run loop
auto	4.082946907907128	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	3.0104540932523642	0.0	discard	13_4_in_DOMINO	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
auto	2.643847752583437	0.0	discard	16_4_in_CIRCLE	Parallel run loop
auto	2.9479967602447665	0.0	discard	20_4_in_CIRCLE	Parallel run loop
auto	4.906114043436975	0.0	keep	39_4_in_DOMINO	Parallel run loop
auto	2.8016697604273646	0.0	discard	18_4_in_CIRCLE	Parallel run loop
auto	3.7364237438117933	0.0	discard	31_4_in_CIRCLE	Parallel run loop
auto	5.0279184253713805	0.0	discard	41_4_in_DOMINO	Parallel run loop
auto	2.8776782496867814	0.0	discard	19_4_in_CIRCLE	Parallel run loop
auto	3.5005068594380457	0.0	keep	30_4_in_CIRCLE	Parallel run loop
auto	3.866825968151148	0.0	keep	33_4_in_CIRCLE	Parallel run loop
auto	3.6325123332871723	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	3.115803431953349	0.0	discard	23_4_in_CIRCLE	Parallel run loop
auto	4.932601343694523	0.0	keep	40_4_in_DOMINO	Parallel run loop
auto	3.631402274099691	0.0	discard	29_4_in_CIRCLE	Parallel run loop
auto	3.2515265825327853	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	5.034186680493225	0.0	discard	38_4_in_DOMINO	Parallel run loop
auto	4.469306690655915	0.0	keep	33_4_in_DOMINO	Parallel run loop
auto	3.8808777937331325	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	3.322545688771415	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	4.022560983216724	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	3.2232942054853804	0.0	discard	25_4_in_CIRCLE	Parallel run loop
auto	3.1189384797480457	0.0	keep	24_4_in_CIRCLE	Parallel run loop
auto	3.9241229167278884	0.0	discard	24_4_in_DOMINO	Parallel run loop
auto	2.8012059274101717	0.0	discard	11_4_in_DOMINO	Parallel run loop
auto	4.014200476639972	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
auto	4.495818225915494	0.0	keep	34_4_in_DOMINO	Parallel run loop
auto	2.9479967602447665	0.0	discard	20_4_in_CIRCLE	Parallel run loop
auto	3.929854998898554	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	5.029602176115146	0.0	discard	42_4_in_DOMINO	Parallel run loop
auto	4.810812353443134	0.0	discard	37_4_in_DOMINO	Parallel run loop
auto	3.7364237438117933	0.0	discard	31_4_in_CIRCLE	Parallel run loop
auto	3.486733212212925	0.0	keep	30_4_in_CIRCLE	Parallel run loop
auto	4.89609471301393	0.0	keep	39_4_in_DOMINO	Parallel run loop
auto	5.0279184253713805	0.0	discard	41_4_in_DOMINO	Parallel run loop
auto	1.93360031023985	0.0	discard	4_4_in_DOMINO	Parallel run loop
auto	4.019565593893119	0.0	discard	33_4_in_CIRCLE	Parallel run loop
auto	3.612961543381114	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	3.115803431953349	0.0	discard	23_4_in_CIRCLE	Parallel run loop
auto	3.240633687768054	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	3.631402274099691	0.0	discard	29_4_in_CIRCLE	Parallel run loop
auto	4.924463949260637	0.0	keep	40_4_in_DOMINO	Parallel run loop
auto	4.462560043668915	0.0	keep	33_4_in_DOMINO	Parallel run loop
auto	5.085037051003258	0.0	discard	38_4_in_DOMINO	Parallel run loop
auto	3.309008312280128	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	3.2232942054853804	0.0	discard	25_4_in_CIRCLE	Parallel run loop
auto	4.022713413760002	0.0	discard	35_4_in_CIRCLE	Parallel run loop
auto	3.1097060596873907	0.0	keep	24_4_in_CIRCLE	Parallel run loop
auto	3.9186228465573776	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	4.491530470134934	0.0	keep	34_4_in_DOMINO	Parallel run loop
auto	5.029602176115146	0.0	discard	42_4_in_DOMINO	Parallel run loop
auto	4.810812353443134	0.0	discard	37_4_in_DOMINO	Parallel run loop
auto	4.921056822968302	0.0	discard	39_4_in_DOMINO	Parallel run loop
auto	1.93360031023985	0.0	discard	4_4_in_DOMINO	Parallel run loop
auto	1.2912124227617554	0.0	discard	3_4_in_CIRCLE	Parallel run loop
auto	5.0279184253713805	0.0	discard	41_4_in_DOMINO	Parallel run loop
auto	1.5812534201071842	0.0	discard	5_4_in_CIRCLE	Parallel run loop
auto	1.93360031023985	0.0	discard	4_4_in_DOMINO	Parallel run loop
auto	3.599379973803666	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	3.7364237438117933	0.0	discard	31_4_in_CIRCLE	Parallel run loop
auto	3.2323232895987326	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	3.476493052921615	0.0	keep	30_4_in_CIRCLE	Parallel run loop
auto	4.45621946059789	0.0	keep	33_4_in_DOMINO	Parallel run loop
auto	4.0223111424186255	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	4.950890182196247	0.0	discard	40_4_in_DOMINO	Parallel run loop
auto	3.2232942054853804	0.0	discard	25_4_in_CIRCLE	Parallel run loop
auto	3.299007108913842	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	1.9788046843283567	0.0	keep	8_4_in_CIRCLE	Parallel run loop
auto	4.487528900480804	0.0	keep	34_4_in_DOMINO	Parallel run loop
auto	3.8386453509789713	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	5.029602176115146	0.0	discard	42_4_in_DOMINO	Parallel run loop
auto	4.921056822968302	0.0	discard	39_4_in_DOMINO	Parallel run loop
auto	1.93360031023985	0.0	discard	4_4_in_DOMINO	Parallel run loop
auto	2.0777710620007244	0.0	discard	9_4_in_CIRCLE	Parallel run loop
auto	1.2912124227617554	0.0	discard	3_4_in_CIRCLE	Parallel run loop
auto	5.0279184253713805	0.0	discard	41_4_in_DOMINO	Parallel run loop
auto	1.6886667665803086	0.0	discard	6_4_in_CIRCLE	Parallel run loop
auto	1.5812534201071842	0.0	discard	5_4_in_CIRCLE	Parallel run loop
auto	1.8029192162119725	0.0	discard	7_4_in_CIRCLE	Parallel run loop
auto	3.589202935770034	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	3.2257691345044477	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	3.5236257287305413	0.0	discard	30_4_in_CIRCLE	Parallel run loop
auto	4.021659111006393	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	2.127029360969445	0.0	discard	10_4_in_CIRCLE	Parallel run loop
auto	4.450266987164944	0.0	keep	33_4_in_DOMINO	Parallel run loop
auto	3.2912689539241184	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	4.4837974683027255	0.0	keep	34_4_in_DOMINO	Parallel run loop
auto	3.7410338628460127	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	5.029602176115146	0.0	discard	42_4_in_DOMINO	Parallel run loop
auto	5.089490454177981	0.0	discard	39_4_in_DOMINO	Parallel run loop
auto	2.535094432510053	0.0	discard	14_4_in_CIRCLE	Parallel run loop
auto	2.2526458393847197	0.0	discard	11_4_in_CIRCLE	Parallel run loop
auto	3.011643510802985	0.0	discard	12_4_in_DOMINO	Parallel run loop
auto	11.413488992180232	0.0	discard	13_CIRCLE_in_3	Parallel run loop
auto	1.2912124227617554	0.0	discard	3_4_in_CIRCLE	Parallel run loop
auto	4.538260254000323	0.0	discard	15_CIRCLE_in_CIRCLE	Parallel run loop
auto	1.978804683956493	0.0	keep	8_4_in_CIRCLE	Parallel run loop
auto	2.4805189058047	0.0	discard	9_4_in_DOMINO	Parallel run loop
auto	4.044636069278394	0.0	discard	12_CIRCLE_in_CIRCLE	Parallel run loop
auto	3.270468549364284	0.0	discard	26_4_in_CIRCLE	Parallel run loop
auto	2.0777710620007244	0.0	discard	9_4_in_CIRCLE	Parallel run loop
auto	4.015783011185855	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	3.581263735972233	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	1.5812534201071842	0.0	discard	5_4_in_CIRCLE	Parallel run loop
auto	4.475096077264324	0.0	discard	33_4_in_DOMINO	Parallel run loop
auto	3.2851114015482388	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	4.510334332905153	0.0	discard	34_4_in_DOMINO	Parallel run loop
auto	3.6458248509482023	0.0	keep	34_4_in_CIRCLE	Parallel run loop
auto	1.6886667665803086	0.0	discard	6_4_in_CIRCLE	Parallel run loop
auto	1.8029192162119725	0.0	discard	7_4_in_CIRCLE	Parallel run loop
auto	4.809960188594904	0.0	discard	17_CIRCLE_in_CIRCLE	Parallel run loop
auto	1.2912124227617554	0.0	discard	3_4_in_CIRCLE	Parallel run loop
auto	2.127029360969445	0.0	discard	10_4_in_CIRCLE	Parallel run loop
auto	2.3771286243648144	0.0	discard	13_4_in_CIRCLE	Parallel run loop
auto	2.552260556734176	0.0	discard	15_4_in_CIRCLE	Parallel run loop
auto	4.345096413036063	0.0	discard	14_CIRCLE_in_CIRCLE	Parallel run loop
auto	4.63348722009616	0.0	discard	16_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.704117302692306	0.0	discard	17_4_in_CIRCLE	Parallel run loop
auto	4.883494798545663	0.0	discard	18_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.535094432510053	0.0	discard	14_4_in_CIRCLE	Parallel run loop
auto	2.2526458393847197	0.0	discard	11_4_in_CIRCLE	Parallel run loop
auto	4.022768422973829	0.0	discard	35_4_in_CIRCLE	Parallel run loop
auto	3.5749121294687902	0.0	keep	32_4_in_CIRCLE	Parallel run loop
auto	3.280118291713294	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	1.9788046839387115	0.0	keep	8_4_in_CIRCLE	Parallel run loop
auto	3.747067648153613	0.0	discard	34_4_in_CIRCLE	Parallel run loop
auto	3.011643510802985	0.0	discard	12_4_in_DOMINO	Parallel run loop
auto	11.413488992180232	0.0	discard	13_CIRCLE_in_3	Parallel run loop
auto	2.0777710620007244	0.0	discard	9_4_in_CIRCLE	Parallel run loop
auto	1.5812534201071842	0.0	discard	5_4_in_CIRCLE	Parallel run loop
auto	4.538260254000323	0.0	discard	15_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.4805189058047	0.0	discard	9_4_in_DOMINO	Parallel run loop
auto	4.044636069278394	0.0	discard	12_CIRCLE_in_CIRCLE	Parallel run loop
auto	5.143321280120154	0.0	discard	20_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.2612849756487994	0.0	discard	12_4_in_CIRCLE	Parallel run loop
auto	1.6886667665803086	0.0	discard	6_4_in_CIRCLE	Parallel run loop
auto	1.8029192162119725	0.0	discard	7_4_in_CIRCLE	Parallel run loop
auto	3.067362432257697	0.0	discard	22_4_in_CIRCLE	Parallel run loop
auto	4.809960188594904	0.0	discard	17_CIRCLE_in_CIRCLE	Parallel run loop
auto	11.471632991608798	0.0	discard	14_CIRCLE_in_3	Parallel run loop
auto	2.127029360969445	0.0	discard	10_4_in_CIRCLE	Parallel run loop
auto	3.276014390231741	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	2.3771286243648144	0.0	discard	13_4_in_CIRCLE	Parallel run loop
auto	3.646430789996679	0.0	discard	34_4_in_CIRCLE	Parallel run loop
auto	2.552260556734176	0.0	discard	15_4_in_CIRCLE	Parallel run loop
auto	4.345096413036063	0.0	discard	14_CIRCLE_in_CIRCLE	Parallel run loop
auto	4.63348722009616	0.0	discard	16_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.535094432510053	0.0	discard	14_4_in_CIRCLE	Parallel run loop
auto	2.2526458393847197	0.0	discard	11_4_in_CIRCLE	Parallel run loop
auto	2.704117302692306	0.0	discard	17_4_in_CIRCLE	Parallel run loop
auto	4.883494798545663	0.0	discard	18_CIRCLE_in_CIRCLE	Parallel run loop
auto	3.4642649763054756	0.0	discard	19_4_in_DOMINO	Parallel run loop
auto	1.9788046839378624	0.0	keep	8_4_in_CIRCLE	Parallel run loop
auto	3.042064152326247	0.0	discard	12_4_in_DOMINO	Parallel run loop
auto	11.413488992180232	0.0	discard	13_CIRCLE_in_3	Parallel run loop
auto	2.0777710620007244	0.0	discard	9_4_in_CIRCLE	Parallel run loop
auto	3.3833817024149666	0.0	discard	28_4_in_CIRCLE	Parallel run loop
auto	4.538260254000323	0.0	discard	15_CIRCLE_in_CIRCLE	Parallel run loop
auto	3.1518433100634002	0.0	discard	24_4_in_CIRCLE	Parallel run loop
auto	3.2726071777201624	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	2.4805189058047	0.0	discard	9_4_in_DOMINO	Parallel run loop
auto	3.8281160934956127	0.0	discard	34_4_in_CIRCLE	Parallel run loop
auto	4.044636069278394	0.0	discard	12_CIRCLE_in_CIRCLE	Parallel run loop
auto	1.6886667665803086	0.0	discard	6_4_in_CIRCLE	Parallel run loop
auto	1.8029192162119725	0.0	discard	7_4_in_CIRCLE	Parallel run loop
auto	5.143321280120154	0.0	discard	20_CIRCLE_in_CIRCLE	Parallel run loop
auto	4.809960188594904	0.0	discard	17_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.2612849756487994	0.0	discard	12_4_in_CIRCLE	Parallel run loop
auto	2.127029360969445	0.0	discard	10_4_in_CIRCLE	Parallel run loop
auto	2.3771286243648144	0.0	discard	13_4_in_CIRCLE	Parallel run loop
auto	3.067362432257697	0.0	discard	22_4_in_CIRCLE	Parallel run loop
auto	11.471632991608798	0.0	discard	14_CIRCLE_in_3	Parallel run loop
auto	4.345096413036063	0.0	discard	14_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.552260556734176	0.0	discard	15_4_in_CIRCLE	Parallel run loop
auto	4.63348722009616	0.0	discard	16_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.535094432510053	0.0	discard	14_4_in_CIRCLE	Parallel run loop
auto	2.2526458393847197	0.0	discard	11_4_in_CIRCLE	Parallel run loop
auto	3.26975636455525	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	2.704117302692306	0.0	discard	17_4_in_CIRCLE	Parallel run loop
auto	4.883494798545663	0.0	discard	18_CIRCLE_in_CIRCLE	Parallel run loop
auto	1.978804683937822	0.0	keep	8_4_in_CIRCLE	Parallel run loop
auto	3.011643510802985	0.0	discard	12_4_in_DOMINO	Parallel run loop
auto	11.413488992180232	0.0	discard	13_CIRCLE_in_3	Parallel run loop
auto	3.4642649763054756	0.0	discard	19_4_in_DOMINO	Parallel run loop
auto	4.538260254000323	0.0	discard	15_CIRCLE_in_CIRCLE	Parallel run loop
auto	3.3833817024149666	0.0	discard	28_4_in_CIRCLE	Parallel run loop
auto	3.6247657643574387	0.0	discard	32_4_in_CIRCLE	Parallel run loop
auto	2.4805189058047	0.0	discard	9_4_in_DOMINO	Parallel run loop
auto	4.044636069278394	0.0	discard	12_CIRCLE_in_CIRCLE	Parallel run loop
auto	4.809960188594904	0.0	discard	17_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.3771286243648144	0.0	discard	13_4_in_CIRCLE	Parallel run loop
auto	2.552260556734176	0.0	discard	15_4_in_CIRCLE	Parallel run loop
auto	4.345096413036063	0.0	discard	14_CIRCLE_in_CIRCLE	Parallel run loop
auto	5.143321280120154	0.0	discard	20_CIRCLE_in_CIRCLE	Parallel run loop
auto	4.63348722009616	0.0	discard	16_CIRCLE_in_CIRCLE	Parallel run loop
auto	2.2612849756487994	0.0	discard	12_4_in_CIRCLE	Parallel run loop
auto	3.2673564923259053	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	2.704117302692306	0.0	discard	17_4_in_CIRCLE	Parallel run loop
auto	3.067362432257697	0.0	discard	22_4_in_CIRCLE	Parallel run loop
auto	11.471632991608798	0.0	discard	14_CIRCLE_in_3	Parallel run loop
auto	4.883494798545663	0.0	discard	18_CIRCLE_in_CIRCLE	Parallel run loop
auto	3.4642649763054756	0.0	discard	19_4_in_DOMINO	Parallel run loop
auto	1.9788046839378193	0.0	keep	8_4_in_CIRCLE	Parallel run loop
auto	3.3833817024149666	0.0	discard	28_4_in_CIRCLE	Parallel run loop
auto	3.0104540932523642	0.0	discard	13_4_in_DOMINO	Parallel run loop
auto	2.643847752583437	0.0	discard	16_4_in_CIRCLE	Parallel run loop
auto	2.8016697604273646	0.0	discard	18_4_in_CIRCLE	Parallel run loop
auto	2.8776782496867814	0.0	discard	19_4_in_CIRCLE	Parallel run loop
auto	3.8808777937331325	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	5.143321280120154	0.0	discard	20_CIRCLE_in_CIRCLE	Parallel run loop
auto	3.9241229167278884	0.0	discard	24_4_in_DOMINO	Parallel run loop
auto	2.2612849756487994	0.0	discard	12_4_in_CIRCLE	Parallel run loop
auto	3.2653263372209858	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	4.082946907907128	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	3.067362432257697	0.0	discard	22_4_in_CIRCLE	Parallel run loop
auto	11.471632991608798	0.0	discard	14_CIRCLE_in_3	Parallel run loop
auto	1.93360031023985	0.0	discard	4_4_in_DOMINO	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
auto	3.4642649763054756	0.0	discard	19_4_in_DOMINO	Parallel run loop
auto	1.9788046839378193	0.0	discard	8_4_in_CIRCLE	Parallel run loop
auto	3.3833817024149666	0.0	discard	28_4_in_CIRCLE	Parallel run loop
auto	5.034186680493225	0.0	discard	38_4_in_DOMINO	Parallel run loop
auto	4.810812353443134	0.0	discard	37_4_in_DOMINO	Parallel run loop
auto	4.950890182196247	0.0	discard	40_4_in_DOMINO	Parallel run loop
auto	4.010717600426128	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	2.8012059274101717	0.0	discard	11_4_in_DOMINO	Parallel run loop
auto	5.0279184253713805	0.0	discard	41_4_in_DOMINO	Parallel run loop
auto	2.9479967602447665	0.0	discard	20_4_in_CIRCLE	Parallel run loop
auto	5.029602176115146	0.0	discard	42_4_in_DOMINO	Parallel run loop
auto	3.115803431953349	0.0	discard	23_4_in_CIRCLE	Parallel run loop
auto	3.263602117909126	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	3.0104540932523642	0.0	discard	13_4_in_DOMINO	Parallel run loop
auto	2.643847752583437	0.0	discard	16_4_in_CIRCLE	Parallel run loop
auto	2.8016697604273646	0.0	discard	18_4_in_CIRCLE	Parallel run loop
auto	2.8776782496867814	0.0	discard	19_4_in_CIRCLE	Parallel run loop
auto	3.8522650316691203	0.0	keep	23_4_in_DOMINO	Parallel run loop
auto	1.9788046839378193	0.0	discard	8_4_in_CIRCLE	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	3.9241229167278884	0.0	discard	24_4_in_DOMINO	Parallel run loop
auto	3.2232942054853804	0.0	discard	25_4_in_CIRCLE	Parallel run loop
auto	3.631402274099691	0.0	discard	29_4_in_CIRCLE	Parallel run loop
auto	4.014079722237607	0.0	discard	35_4_in_CIRCLE	Parallel run loop
auto	4.014200476639972	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	3.7364237438117933	0.0	discard	31_4_in_CIRCLE	Parallel run loop
auto	3.5236257287305413	0.0	discard	30_4_in_CIRCLE	Parallel run loop
auto	4.019565593893119	0.0	discard	33_4_in_CIRCLE	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
auto	3.2621329583182623	0.0	keep	27_4_in_CIRCLE	Parallel run loop
auto	5.034186680493225	0.0	discard	38_4_in_DOMINO	Parallel run loop
auto	4.810812353443134	0.0	discard	37_4_in_DOMINO	Parallel run loop
auto	4.91680332445897	0.0	keep	40_4_in_DOMINO	Parallel run loop
auto	3.220487035572473	0.0	keep	26_4_in_CIRCLE	Parallel run loop
auto	3.8688750047412386	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	1.9788046839378193	0.0	discard	8_4_in_CIRCLE	Parallel run loop
auto	2.8012059274101717	0.0	discard	11_4_in_DOMINO	Parallel run loop
auto	2.9479967602447665	0.0	discard	20_4_in_CIRCLE	Parallel run loop
auto	3.115803431953349	0.0	discard	23_4_in_CIRCLE	Parallel run loop
auto	3.0104540932523642	0.0	discard	13_4_in_DOMINO	Parallel run loop
auto	4.009666441624804	0.0	keep	35_4_in_CIRCLE	Parallel run loop
auto	4.921056822968302	0.0	discard	39_4_in_DOMINO	Parallel run loop
auto	2.643847752583437	0.0	discard	16_4_in_CIRCLE	Parallel run loop
auto	2.8016697604273646	0.0	discard	18_4_in_CIRCLE	Parallel run loop
auto	2.8776782496867814	0.0	discard	19_4_in_CIRCLE	Parallel run loop
auto	5.0279184253713805	0.0	discard	41_4_in_DOMINO	Parallel run loop
auto	3.8034922878807986	0.0	discard	22_4_in_DOMINO	Parallel run loop
auto	3.309233535928907	0.0	discard	27_4_in_CIRCLE	Parallel run loop
auto	3.1064519114939206	0.0	discard	21_4_in_CIRCLE	Parallel run loop
auto	3.9241229167278884	0.0	discard	24_4_in_DOMINO	Parallel run loop
auto	4.943502864466721	0.0	discard	40_4_in_DOMINO	Parallel run loop
auto	1.9788046839378193	0.0	discard	8_4_in_CIRCLE	Parallel run loop
auto	3.8688750047412386	0.0	discard	23_4_in_DOMINO	Parallel run loop
auto	3.265553306575606	0.0	discard	26_4_in_CIRCLE	Parallel run loop
auto	3.2232942054853804	0.0	discard	25_4_in_CIRCLE	Parallel run loop
auto	3.631402274099691	0.0	discard	29_4_in_CIRCLE	Parallel run loop
auto	3.7364237438117933	0.0	discard	31_4_in_CIRCLE	Parallel run loop
auto	4.014200476639972	0.0	discard	25_4_in_DOMINO	Parallel run loop
auto	4.015837925628828	0.0	discard	35_4_in_CIRCLE	Parallel run loop
auto	4.019565593893119	0.0	discard	33_4_in_CIRCLE	Parallel run loop
auto	4.020360663309433	0.0	discard	26_4_in_DOMINO	Parallel run loop
